,ner_id,link,title,doi
480,778,publication/377081759_Instance_segmentation_on_distributed_deep_learning_big_data_cluster?_sg=pimUFwMUK88t7FsI2hw4bYr2xnbEL_i3fi5z1fW13mzKwNJMSXqBU68u9unBsrvJ0nLJMYpAuv0gadM,Instance segmentation on distributed deep learning big data cluster, 10.1186/s40537-023-00871-9
481,780,publication/380490356_How_does_digital_technology_administrative_penalty_affect_big_data_technology_innovation_evidence_from_China?_sg=99b6Ht6zPt4DkONOvJ2MqlLnrApRqU6RE6kbpVk10MNQKi69pJZcrTqoCmUmLjKyqEFVe_3lwhN0jrg,How does digital technology administrative penalty affect big data technology innovation: evidence from China, 10.1057/s41599-024-03089-z
482,781,publication/380496651_Optimization_of_physical_education_teaching_resources_and_service_mode_under_the_background_of_big_data_and_cloud_computing?_sg=xHcIjAwmKblZfsI6_H_CqOiTHKIExSFvJDcy8khi1rcQztiTmhgiEoMTLwJp89qEjkJWNuG2TGNZNTc,Optimization of physical education teaching resources and service mode under the background of big data and cloud computing, 10.3233/JCM-247279
483,782,publication/377759010_Application_of_Big_Data_in_Tourism_Destination_Management_A_Case_Study_of_Changsha_City?_sg=ugO9RWCpZ_K1V7YJyivapw9lBrEZc3KaeKhfvwG-aVbWnmsfSWBNvXyJzXgR3vUAUpiWqRNiNCXf9dI,Application of Big Data in Tourism Destination Management: A Case Study of Changsha City, 10.22158/uspa.v7n1p1
484,783,publication/378225441_Big_Data_and_Financial_Technology_Fintech_Towards_Financial_Inclusion?_sg=W3-9AFc1Ot4E1B38CFxibOf9hV6gUqhKR7NVdisErkCBj6V_FesENOuizT8yNg5SjPqkAP7pJovvqlc,Big Data and Financial Technology (Fintech) Towards Financial Inclusion, 10.2139/ssrn.4697365
485,784,publication/379249477_Necessity_of_Big_Data_Security_and_its_Relation_to_National_Security?_sg=Q0dxa7T9exyZ_9uUNYaye16XccYri0r7IytBMpNrKXc0kpij7zdWLpCOjofEAQ9qtLwqiivf29yxXw8,Necessity of Big Data Security and its Relation to National Security, 10.3126/unityj.v5i1.63137
486,786,publication/380384268_Myth_20_Big_Data_Systems_Can%27t_Protect_Individual_Privacy?_sg=PtZwqqljpkcjCfzd_L8I4sshouujojZuAKNSPdo5ZgIqBpKcJ-f1D5OKpeSspNK6Ukcf_Z7AQTn9R2U,Myth 20: Big Data Systems Can’t Protect Individual Privacy, 10.1007/978-3-031-52349-6_21
487,787,publication/377209511_Enabling_Big_Data_in_Planning_Solutions_for_Smart_Cities?_sg=9xR7EIPwcs-MQFy-kEE7Mwfn5hW0NgfFUeB39BgnLgTKP0uy-1kEMCxGHtkZVrF2BXawKTaz7vp5B7o,Enabling Big Data in Planning Solutions for Smart Cities, 10.1049/icp.2024.0920
488,791,publication/376380013_Peluang_Pemanfaatan_Big_Data_di_Perpustakaan_Sebuah_Kajian_Literatur?_sg=7h9qlIerPSfR2bwdfjwuquCGhIwVpawP8_wj75pPzxph8K_79EB8LuSxuABFkzU1xBxAQpmO2PKVzS0,Peluang Pemanfaatan Big Data di Perpustakaan: Sebuah Kajian Literatur, 10.22146/mi.v32i2.6388
489,793,publication/373435765_Big_Data_Management_and_Analytics_as_a_Cloud_Service?_sg=jqTYx5hQE9g2YCb4J02YjzUoJbqYXPWx8mnTpPfDsi7GiXWPFnnsDVBr5HL7nes8cbo6CIv6jBkxZbY,Big Data Management and Analytics as a Cloud Service, 10.54938/ijemdcsai.2023.02.1.134
490,795,publication/379754031_SYSTEMATIC_SUPPORT_FOR_THE_PROCESS_OF_EVALUATING_THE_EFFICIENCY_OF_USING_BIG_DATA_IN_COMPANIES_AND_ITS_IMPACT_ON_THE_ECONOMIC_PERFORMANCE_OF_COMPANIES?_sg=zYLXhQVc36omxXEy32ZenGtfRsSquA7HkNLOtf1DZ5GpIxYfASA9B-8OPlaS9brrDJwvSg5trW-U3vk,SYSTEMATIC SUPPORT FOR THE PROCESS OF EVALUATING THE EFFICIENCY OF USING BIG DATA IN COMPANIES AND ITS IMPACT ON THE ECONOMIC PERFORMANCE OF COMPANIES, 10.5281/zenodo.10940819
491,796,publication/379777866_Utilizing_Big_Data_Technology_for_Online_Financial_Risk_Management?_sg=pSE0MEsXWFEr3XlhBPKobPPBMVlPsVCJg70dEm5S22SXl5UCK8xTodMCKRTHuCTTMbjHT4hDLXDOBDo,Utilizing Big Data Technology for Online Financial Risk Management, 10.4018/979-8-3693-2683-1.ch011
492,797,publication/377172173_Big_Data_Analysis_Techniques_Data_Preprocessing_Techniques_Data_Mining_Techniques_Machine_Learning_Algorithm_Visualization?_sg=mJ22V-RD8Vpy-w_5vPC-mgqEB_nLk_VpHUbdUwauOkxTaf887IOxC_-sKIpxVWm3n4Fon-ScVrogFz4,"Big Data Analysis Techniques: Data Preprocessing Techniques, Data Mining Techniques, Machine Learning Algorithm, Visualization", 10.4018/979-8-3693-0413-6.ch007
493,798,publication/378360394_Architectural_Design_for_Data_Security_in_Cloud-based_Big_Data_Systems?_sg=ujpR8c_BSaQ6Bjf-WmJBsb3Wn30ttLgBK-zn-cRYEjiQXmU4xb_2OqT3lfZhIl15wuZRPj68NA8oC7A,Architectural Design for Data Security in Cloud-based Big Data Systems, 10.21123/bsj.2024.8722
494,799,publication/376581174_Big_Data_Challenges_in_the_Supply_Chain_Management_Perspective_from_Data_Envelopment_Analysis?_sg=qzCXhxHbykRGZOGLFQyfZ2JKw594bcfTxCR1h2tJjRIbG6digKKdD6xP4ertGPyKXPM4_cL67znRjtc,Big Data Challenges in the Supply Chain Management: Perspective from Data Envelopment Analysis, 10.1007/978-981-99-7622-5_30
495,803,publication/374044554_Big_Data_in_Cloud_Today_A_Comprehensive_Survey?_sg=CfC5XO4Gva2wopgq-bMPpYDJ7e5AAIu0RtPiSYmOMWM1k7135GbS3MkGpt00j3HYjsiS0OwAqwXT9gY,Big Data in Cloud Today: A Comprehensive Survey, 10.1007/978-3-031-33808-3_1
496,804,publication/377547938_Exploring_the_Use_of_Big_Data_Analytics_in_Healthcare_Opportunities_and_Challenges?_sg=c_GTxyKVeah_k6rYf-ww2jkEfDg5A2tNoPZMy84_h_Q86VmLTsndczZKD8YKAELHiFrSMJPJVlpfuVg,Exploring the Use of Big Data Analytics in Healthcare: Opportunities and Challenges, 10.48175/IJARSCT-15084
497,805,publication/377648753_Influencing_mechanism_of_the_intellectual_capability_of_big_data_analytics_on_the_operational_performance_of_enterprises?_sg=pCQAYWCxMeAIYa2LpAfZy6QtSd9acR---9ZvPbL6bYTZd7eO2B9qXc8SzRB6In32SWSYEoWFqnnryxI,Influencing mechanism of the intellectual capability of big data analytics on the operational performance of enterprises, 10.1016/j.heliyon.2024.e25032
498,807,publication/380599680_Research_on_android_user_privacy_permission_analysis_and_protection_mechanism_under_big_data_environment?_sg=JhLOO-uOnnxl5LHZy22X_gZPQ4ko_Dy8MvETLWf1vY-0C_R8neGtAhka6pkBLgwIManaIDV2Q_jOBcI,Research on android user privacy permission analysis and protection mechanism under big data environment, 10.1051/matecconf/202439501028
499,808,publication/377026421_Role_of_Big_Data_Analytics_Play_in_the_Fields_of_Medicine_Hospital_and_Healthcare_Industry?_sg=leWrVAfr2kqQC8EijcYyH2ieTIN-TOGfC6JgKVAtFRQXJrbh4yqFkWLiIua8dAM4UfxDBVtXnUkZByA,"Role of Big Data Analytics Play in the Fields of Medicine, Hospital and Healthcare Industry", 10.55938/ijgasr.v2i4.64
500,809,publication/372735171_Antecedents_of_big_data_adoption_in_financial_institutions?_sg=b4dg8KTKIfMOk9kdm3GyWMXRUJ1jsjp5hjO8Q2JwdpRyNEdwgnNY6FX315JBma7R_NMF1rFrizO6Lso,Antecedents of big data adoption in financial institutions, 10.20525/ijrbs.v12i5.2640
501,812,publication/375368644_Large_Scale_Data_Influences_Based_on_Financial_Landscape_Using_Big_Data?_sg=qlgFYzYkFOSfCjNBUNzhp7ET0CiElEzyUJKewNQ0Q4akMhXUUGJPnizaZZr4Sjo9af1vokxNV_QijCY,Large Scale Data Influences Based on Financial Landscape Using Big Data, 10.52783/tjjpt.v44.i4.1558
502,813,publication/378259626_Comprehensive_Management_and_Application_for_Big_Data_of_Pre-stack_Seismic_Data?_sg=YUIGO3lWl6pL1e9dww6U99SWr98hyZ2e7Grf8yjSeLfyxRDcXAHkUEgQdZDI7kCaifgSMRFA02aSkHM,Comprehensive Management and Application for Big Data of Pre-stack Seismic Data, 10.1007/978-981-97-0272-5_25
503,814,publication/379685952_Job_Scheduling_for_Big_Data_Processing_in_YARN_to_Enhancing_Performance?_sg=kfXNhVgivi6VeR7NAiwysu7uAsF4SNWYbDE-jNrxW84pav__fCoSazYXw-aRPyi0IxI_hNFIXC0-Elc,Job Scheduling for Big Data Processing in YARN to Enhancing Performance, 10.1007/978-981-99-7886-1_8
504,815,publication/373536057_Machine_Learning_Algorithms_for_Big_Data_Analytics?_sg=I2294SbRSym_6EksUrSmI87p7cwWEq7XP_a1LwDtE0ChDHDKQ79G4dJnsZWq-RNQTxJBvXz8C173rM4,Machine Learning Algorithms for Big Data Analytics, 10.1201/9781003330875-4
505,817,publication/376187418_A_Review_on_Big_Data_Analytics_on_Cyber_Security?_sg=8-kBSfpNDQeH5gColHSR0HqCiPl8VGTQlViXP-5mTbPOlgrkFYVXdXPY2dI2ZbKlEGp1dYUyaACQ_RE,A Review on Big Data Analytics on Cyber Security, 10.52783/tjjpt.v44.i4.1632
506,818,publication/380967172_How_Big_Data_Governance_Meets_Financial_Decision-Making_Evidence_from_Banking_Sector_in_Emerging_Economies?_sg=YCAj1M5yUEHF1hLaVOlWdD_h_5RJS7KN9mSj2IUbp79XOZ7sHjUgfecXib7EPy8HhPfIg8mbYLhP-tM,How Big Data Governance Meets Financial Decision-Making: Evidence from Banking Sector in Emerging Economies, 10.1007/978-3-031-56586-1_94
507,819,publication/379032697_Exploring_Smart_Cities_Maximizing_the_Impact_of_Big_Data_on_Smart_Mobility?_sg=f-_3B_iH6PexSnKgBLMWVtVEELndlO-QvMe9vPRYOe3LBAxTUCVHzkZ2j5wMpPhsHEW3HlcxE87YuMI,Exploring Smart Cities: Maximizing the Impact of Big Data on Smart Mobility, 10.62693/698rho65
508,822,publication/378847521_Leveraging_Big_Data_Analytics_to_Enhance_E-learning_Services?_sg=ILXd6k2z9tByK-gqz9A9zGxFH65V2Cu9H-uWHo5nFaf5BonVTn361bSeSSsy5QRDB4cPqTU-1tpZGtg,Leveraging Big Data Analytics to Enhance E-learning Services, 10.5123/inj.2023.4.in176
509,824,publication/378324782_Overview_of_big_data_information_privacy_protection_technology_and_challenges?_sg=q8oKZebl9FFgttWV9XgOLyzMgBF4KKsNSj0WSeyVgLrsDoUcm-Esit8sapkHek8Zp_7N7iRiESmeukE,Overview of big data information privacy protection technology and challenges, 10.61173/6eyzr869
510,825,publication/376721280_Role_of_big_data_analytics_in_healthcare_systems?_sg=brfpHmxMCR-xQQbYuei4Ng26KI-3dG6k4vCIBHnqo5nvwPxvrXWyQt0FKb18JPlE5l1zk-nhAE-znXk,Role of big data analytics in healthcare systems, 10.1049/PBHE057E_ch13
511,826,publication/377131100_Modelling_Big_Data_Management_for_the_Finance_Sector_Using_Artificial_Intelligence?_sg=YAyZWSKxPbFIoRztI93s9GTZLxo56Elaq0NzZzSL-3U-ks5EmcE8xIMw85OoDcP9J_oR1YN14wmxuIY,Modelling Big Data Management for the Finance Sector Using Artificial Intelligence, 10.1007/978-3-031-31801-6_2
512,827,publication/378200797_Penerapan_Big_Data_Dan_Analytics_Untuk_Meningkatkan_Keunggulan_Kompetitif?_sg=OLs5Hk7peEmNY8RCf0bt0S51VfjNta0jpQDm0e-4deYHi9qjsHpo8wI6uvZLDqshVFb9wHKaxZBdAjM,Penerapan Big Data Dan Analytics Untuk Meningkatkan Keunggulan Kompetitif, 10.52851/cakrawala.v7i1.634
513,828,publication/374531352_Big_Data_Analysis_in_Computational_Biology_and_Bioinformatics?_sg=bL9OgsMEugOrtcYkX6jZqY9a2rnEcrdc_lLfyW6kBnqx2XVq1FJ-UmkdtSGspSqXGpbhNn1wOONe4YM,Big Data Analysis in Computational Biology and Bioinformatics, 10.1007/978-1-0716-3461-5_11
514,829,publication/379978347_Technology_Organization_and_Environment_as_Strategic_Factors_of_Big_Data_Analytics_Readiness_and_Acquisition_Intention_to_Adopt_Big_Data_Analytics_in_Malaysian_Libraries?_sg=ew5S-A5cAtxF1I0SLH9QRMg7WedUnnU2b-FgZuR9-ZXkH8MBZ5hLxm7qn7ApYJRsQqT2TsmnYFcRc8I,"Technology, Organization and Environment as Strategic Factors of Big Data Analytics Readiness and Acquisition Intention to Adopt Big Data Analytics in Malaysian Libraries", 10.21834/e-bpj.v9iSI18.5489
515,831,publication/379261674_Article_Acceptance_Certificate_Title_-Unveiling_the_Power_of_Big_Data_A_Comprehensive_Review_of_its_Role_in_the_Banking_Sector?_sg=UpyTftXV2Y_3OVz8cdQBOiK776Dewc1MicZJU-TJI-9PMt9iVpNFHqNlt1iUy3Hk8GjG4AHmii_GE8k,Article Acceptance Certificate Title: -Unveiling the Power of Big Data: A Comprehensive Review of its Role in the Banking Sector, 10.21608/ijicis.2024.271568.1321
516,833,publication/378107919_Brazil_Data_Cube_Workflow_Engine_a_tool_for_big_Earth_observation_data_processing?_sg=fDnX3vDMxpnQroUY9S0jkmV-r7k3zc6aZzeLPL5Sld5nhR2nGoQdI8d6MZC4pJs50ZJYh-gGVEvntiY,Brazil Data Cube Workflow Engine: a tool for big Earth observation data processing, 10.1080/17538947.2024.2313099
517,834,publication/380393620_Machine_Learning_for_Big_Data_Analytics?_sg=QEbAvYA2SimGC0vkpQiKKDLzWEDRHw2cjdmkmIbbPsIYAZxCA65kPqhixfBwpN8PdLiwzq7Np3Be1yQ,Machine Learning for Big Data Analytics, 10.1007/978-3-031-55639-5_9
518,835,publication/380393620_Machine_Learning_for_Big_Data_Analytics?_sg=UPBPn96us3-cHdEY8P5bw8QttuPgUqe9emD4UFtJgSMjvFkL9iXiQEHMcpHXaNBGaeV07J-h4UHQS1M,Machine Learning for Big Data Analytics, 10.1007/978-3-031-55639-5_9
519,836,publication/379082749_Analyzing_User_Behavior_in_Social_Media_through_Big_Data_Analytics?_sg=q_7QOJ3PnXL7A47bLHhcRNLfw5QuoN6UiCPLa2r78vxUHifzrYao53LfmB023C-SGsJARbV0N8SEo1o,Analyzing User Behavior in Social Media through Big Data Analytics, 10.1109/ICTBIG59752.2023.10456112
520,837,publication/378357682_Anomaly_Detection_of_Big_Data_Based_on_Improved_Fast_Density_Peak_Clustering_Algorithm?_sg=1jyeib5LcQTZwY1Jx62y8Ro595OfhgTZ_H5TF1Z6KvFFoKU8RwyKd5vhU8yaUBwSGonLrSyUYrmLx-4,Anomaly Detection of Big Data Based on Improved Fast Density Peak Clustering Algorithm, 10.1007/978-3-031-50577-5_24
521,838,publication/377729677_The_Nexus_of_Big_Data_Analytics_Knowledge_Sharing_And_Product_Innovation_In_Manufacturing?_sg=Hf1zXxN2NrOcg8sd_5uQ6oxK9izeARKVRf6MzYcPGjyH4dfBmtCq5b2jNOsLRfDbiQ5NjZEMhCBTOkY,"The Nexus of Big Data Analytics, Knowledge Sharing, And Product Innovation In Manufacturing", 10.3846/jbem.2024.20713
522,843,publication/380393580_Cloud_Computing_for_Big_Data_Analytics?_sg=sxXyOidawLdPxxptki1_XnsPqPLjP_k65rzodspKzUyfBO4-YsRlFAyz70gpuSTI99KFkBzctRKp43I,Cloud Computing for Big Data Analytics, 10.1007/978-3-031-55639-5_4
523,844,publication/377074624_Evolution_Collaborations_and_Impacts_of_Big_Data_Research_in_Ecuador_Bibliometric_Analysis?_sg=VOPemy_jovaO8vdBKVUnecgvd4HipWK1boRKi8w_Sx_QIciYsz7NvCzuVFl8weasZQLt9a2qwNmROxA,"Evolution, Collaborations, and Impacts of Big Data Research in Ecuador: Bibliometric Analysis", 10.1007/978-3-031-48855-9_22
524,848,publication/381093011_Utilization_of_Big_Data_for_SWOT_Analysis_in_Improving_Business_Sustainability_of_MSMEs?_sg=N913bK8ZVtvRQilm9tovj3M5Apa3mBffyblB41GBvPOvAqnnS8N83PDNCYRp8TZmHCqIzuyjKBuMAfs,Utilization of Big Data for SWOT Analysis in Improving Business Sustainability of MSMEs, 10.52432/technovate.1.2.2024.89-95
525,849,publication/381093011_Utilization_of_Big_Data_for_SWOT_Analysis_in_Improving_Business_Sustainability_of_MSMEs?_sg=wsFmqg_AXvsSxCpBD_1s0T0obqJV5jCk2TsFAde119e6bRatHIpVIAYL4efLYk2ZGm9Vw1GPm8m29cg,Utilization of Big Data for SWOT Analysis in Improving Business Sustainability of MSMEs, 10.52432/technovate.1.2.2024.89-95
526,850,publication/380027028_Towards_Sustainable_IT_Infrastructure_Integrating_Green_Computing_with_Data_Warehouse_and_Big_Data_Technologies_to_Enhance_Efficiency_and_Environmental_Responsibility?_sg=4aTuFi0hI4xcCMuztf710omgk7cfht_ta5-VnWolevIT1G4Cj4hZ8oxvw7gOsjJTi5xJBdhzGv5Tmls,Towards Sustainable IT Infrastructure Integrating Green Computing with Data Warehouse and Big Data Technologies to Enhance Efficiency and Environmental Responsibility, 10.9734/jerr/2024/v26i51151
527,851,publication/378996569_Implementation_Ways_and_Risk_Analysis_of_Big_Data_Analysis_in_the_Construction_of_Labor_Education_in_the_New_Era?_sg=ny7YiH4H9WRNOaeea7x28KQuJmA5WNYzQbxYlYwYvfM0JqRqeICTeciS9gn2rDFuM3bewioKxq0bAbU,Implementation Ways and Risk Analysis of Big Data Analysis in the Construction of Labor Education in the New Era, 10.62051/dc4v7k20
528,852,publication/377759444_The_Big_Data_Value_Chain_for_the_Provision_of_AI-Enabled_Energy_Analytics_Services?_sg=2wf3YXfqg9xP7tNx8nssxufGBG1Ak4Pzisv5yt3HtgNGBc4sMHXwOwc65Jen5kte7jGDrK_kKdGVwWE,The Big Data Value Chain for the Provision of AI-Enabled Energy Analytics Services, 10.1007/978-3-031-47909-0_2
529,853,publication/379379128_Big_Data_for_decision-making_and_achieving_Sustainable_Development_Goals_the_state_of_legal_regulation?_sg=TfpJlKhqiEIaV033qs5p7q5mHXVPnEkzT6KN7jBiKtd58hr4Ebk1LsNuY64kA7ftOArLLK0QUAOAuuc,Big Data for decision-making and achieving Sustainable Development Goals: the state of legal regulation, 10.37750/2616-6798.2024.1(48).300781
530,854,publication/374723458_Sustainable_Management_With_Big_Data_A_Systematic_Review_on_Tourism?_sg=3KM7Rp4nrcEbx9nF0OndpFn_UHhZtG9REiOQGlQDHplNyAKPs55Yuqc3zGAAa7Kl2mHlVaZIReI5kVo,Sustainable Management With Big Data: A Systematic Review on Tourism, 10.1108/978-1-80455-157-820231004
531,857,publication/380992249_ANALYSIS_OF_THE_LEGAL_PROTECTION_OF_PERSONAL_INFORMATION_SECURITY_IN_THE_ERA_OF_BIG_DATA?_sg=x1ZeoqeIBnTp7h4yStD3Wkz-h60gZiQvswH85Qi5gHEnrBAtweEQkUt6-sp8kx77lxFEqY3M1V0xcVw,ANALYSIS OF THE LEGAL PROTECTION OF PERSONAL INFORMATION SECURITY IN THE ERA OF BIG DATA, 10.36871/ek.up.p.r.2024.04.07.015
532,858,publication/380448581_Online_Education_Big_Data_Management_and_Mining_Based_on_Intelligent_Technology?_sg=LR9TW7saSucxDa9HValrIsQuGebX2e86T4jcL9X5tmbKxsdmOSbYQRX7HXkXxeveXe89fuBy-uI6YN8,Online Education Big Data Management and Mining Based on Intelligent Technology, 10.52783/jes.2641
533,859,publication/367400958_Enhanced_Neural_Network-based_Univariate_Time_Series_Forecasting_Model_for_Big_Data?_sg=dTa_zl5nzMy0C6OIRudbFZ9JJSl2PF8Dzgcel46RdgxrI162Ib24wGmZ_n52K0vsiXzkbXE5t20B9Jc,Enhanced Neural Network-Based Univariate Time-Series Forecasting Model for Big Data, 10.1089/big.2022.0155
534,860,publication/379845597_Quality_Improvement_Model_of_English_Teaching_in_Universities_Based_on_Big_Data_Mining?_sg=95ZS_CJW-74zKHFoTzmQfBOOugfQ9LqEWxEEgzdQXRPG305nmqzUcLSbq9_F1JI8QC5nz9YndpS276c,Quality Improvement Model of English Teaching in Universities Based on Big Data Mining, 10.52783/jes.1322
535,861,publication/377374831_Applying_big_data_and_supply_chain_innovation_for_organizational_performance?_sg=tn5sR6uaJAzQCmI73HP-8uKLBj0wBaTGZR-9wTKpfI7Act_PMYy0cu6WRfbLyLrc53L7wJHaif3MlHs,Applying big data and supply chain innovation for organizational performance, 10.57044/SAJOL.2024.3.2.2431
536,862,publication/379632091_On_the_Capital_Market_Consequences_of_Big_Data_Evidence_from_Outer_Space?_sg=ojOclCOrwInJjbWH1ciFQf-n66NcmWfZH_5dk_TiJ_TIPN76P-aPXQTlOivDnaESd3fHdkzdiHYo5vE,On the Capital Market Consequences of Big Data: Evidence from Outer Space, 10.1017/S0022109023001448
537,864,publication/380631769_Real_World_Data_are_Not_Always_Big_Data_The_Case_for_Primary_Data_Collection_on_Medication_Use_in_Pregnancy_in_the_Context_of_Birth_Defects_Research?_sg=mIJweywy4bIuUYKLhbxWN9xngBV13b8tQTdB5imR5wAqVFlAkUSHKUH1z9ZMVnJMlWrsC2Oi_fEIx-8,Real World Data are Not Always Big Data: The Case for Primary Data Collection on Medication Use in Pregnancy in the Context of Birth Defects Research, 10.1093/aje/kwae060
538,865,publication/381448423_Performance_Comparison_between_SQL_and_NoSQL_in_Terms_of_Use_with_Big_Data?_sg=_zgDZEvk3YIdWO1qgDN-D-PRdzCiQ4bLvgwbwCm0tClCB0CT0HCEyaLaiyUo00qkSvT1aH_Cu0nxGpM,Performance Comparison between SQL and NoSQL in Terms of Use with Big Data, 10.62341/ekaa3035
539,866,publication/380879471_Anonymizing_Big_Data_Streams_Using_In-memory_Processing_A_Novel_Model_Based_on_One-time_Clustering?_sg=5k6__nSxPVnJNYWUYKGZvlWNkiEBlxyA3D0jlrZeHonEFp7w-JOpmhXW5G-BP17ANyf-rKjIOFF9UCU,Anonymizing Big Data Streams Using In-memory Processing: A Novel Model Based on One-time Clustering, 10.1007/s11265-024-01920-z
540,868,publication/379796017_Instinct_Suprresion_and_Catharsis_The_Psychological_Source_and_Guidance_of_Teenagers%27_Network_Ideology_in_the_Era_of_Big_Data?_sg=Gyt39Ym8-bQP3BA5gmhsKhVhM2vHOAYV1Q-cIYUC5LQXmLFUVFO6sMfxJJZgsxgskxoQNmQUKo7WF8o,"Instinct, Suprresion and Catharsis: The Psychological Source and Guidance of Teenagers' Network Ideology in the Era of Big Data", 10.12694/scpe.v25i3.2714
541,869,publication/377772138_Big_Data_Analytics_in_Industry_40_in_Legal_Perspective_Past_Present_and_Future?_sg=pwLGC-06FJTqG8egWPG7JNbnUXobsMHAgng85lLvrezjrIxLZvQ1KK8fsnyrbz7dHDWQRpKiaKaIn8c,"Big Data Analytics in Industry 4.0 in Legal Perspective: Past, Present and Future", 10.1007/978-981-99-8118-2_7
542,872,publication/377757707_Big_Data_in_Sports_Medicine_and_Exercise_Science_Integrating_Theory_and_Practice_for_Future_Innovations?_sg=M4WFI0M1BSwIjEWsZw5F5_O0YxadI41ZceeLi4dh8hT-9Kq9fapBnPaoIx2u9MbvmomJqdDpFbnuo9w,Big Data in Sports Medicine and Exercise Science: Integrating Theory and Practice for Future Innovations, 10.61838/kman.tjssm.2.1.1
543,875,publication/381115138_EXPLORING_THE_CONFLUENCE_OF_BIG_DATA_ARTIFICIAL_INTELLIGENCE_AND_DIGITAL_MARKETING_ANALYTICS_A_COMPREHENSIVE_REVIEW?_sg=ElJ-0hka28qgC6Pjs9NKgXsjXXbzGIjDfezUat016FWwhr7pZecRBqmdH3bCyzkKu9Rvz7FRDCfZZdY,"EXPLORING THE CONFLUENCE OF BIG DATA, ARTIFICIAL INTELLIGENCE, AND DIGITAL MARKETING ANALYTICS: A COMPREHENSIVE REVIEW", 10.62304/jieet.v3i3.159
544,876,publication/376563305_Multiple_Roles_of_Big_Data_Platform_and_Artificial_Intelligence_Architecture?_sg=ewx8lRuoU-a_DoTE9GjQY5Y0sV3DEytTegDCn_l7m81OZh5SCYIpOj615fu7YadsEyWvgWZu3xoBL20,Multiple Roles of Big Data Platform and Artificial Intelligence Architecture, 10.3233/ATDE231039
545,877,publication/375307223_Health_Data_Security_in_a_Big_Data_Environment?_sg=kySyhi1uCq1-3illpsbCfW7ASj4t9gE2f8AKVzhE_xffdXJ7PzJa8B2NZuvsOBHZLl6mwQwBCPF6ajo,Health Data Security in a Big Data Environment, 10.1007/978-3-031-46584-0_17
546,879,publication/375551609_The_Transformation_of_International_Marketing_Strategy_under_the_Background_of_Big_Data?_sg=SuycBGSrYkpaww07_mggXslz2guUgw4f6r5BYAdWY6oV0-P-dyPXHoCh3euLU4p6TEcUEjmHFotDADM,The Transformation of International Marketing Strategy under the Background of Big Data, 10.54254/2754-1169/37/20231848
547,880,publication/374733968_Big_data_Navigating_the_Hadoop_ecosystem_Unraveling_the_potential_of_big_data?_sg=f4Qh3cQLw8VC1XW33YMCxN5h2supTLhf1wv9f2DfjGee3nzmf2wARPFPpkLgnzQvnnXvKRpgtqcoRfI,"Big data: ""Navigating the Hadoop ecosystem: Unraveling the potential of big data”", 10.14419/ijet.v12i1.32332
548,881,publication/374578879_Revolutionizing_Healthcare_Through_Advanced_Analytics_Big_Data?_sg=8hCDoNgnmvS4bxglApV6uc5CX6KZ90kV8Ob9PyCo5UHI0G_8SnbRutctw1H6KvFc5sF52uYGgh0n3Wc,Revolutionizing Healthcare Through Advanced Analytics: Big Data, 10.22376/ijpbs.2023.14.4.p62-74
549,882,publication/372339161_Big_Data_and_its_Applications_in_Various_Industries?_sg=0EaXGaw5iWj2UGGLx-fNxB1iGR8HkXXzOt2YhyqV92l1BQAM_OUGci4w2D2mtVrpvP19KX7gTMzMtIo,Big Data and its Applications in Various Industries, 10.1051/shsconf/202317201014
550,883,publication/377638029_Evaluation_of_a_software_positioning_tool_to_support_SMEs_in_adoption_of_big_data_analytics?_sg=HInk0-R9dkMp2QQU1Xjx_kgHurhq4IK-3j1CtMfoKKBrOOM5qZ6b_Est7qRJQXfJbfPZWbpAN2tyolY,Evaluation of a software positioning tool to support SMEs in adoption of big data analytics, 10.1016/j.jnlest.2023.100229
551,884,publication/380190989_Sustainability_orientation_industrial_big_data_and_product_innovation_Evidence_from_the_European_manufacturing_sector?_sg=c2ONxCZAEpZS7XELvszniefIonxVC1u-_Qi_UoTQ4PzI72EJBxXmkCWjUEdyJRNQw83J-gcOJ5Srcpk,"Sustainability orientation, industrial big data and product innovation: Evidence from the European manufacturing sector", 10.1016/j.cie.2024.110163
552,888,publication/374816338_Pemanfaatan_Big_Data_untuk_Peningkatan_Bisnis_Bank?_sg=fYndtEpw5WLC7EoIM963jCz7HTFp82IFFfGVV2UQYXlwTWagDLI3kH1BbQ6xewhCZzHL2vl8KbqKO4k,Pemanfaatan Big Data untuk Peningkatan Bisnis Bank, 10.36418/syntax-literate.v8i10.13779
553,889,publication/379596402_Roles_of_Iot_big_data_and_machine_learning_in_precision_agriculture_a_systematic_review?_sg=qCEiFpo4wfSP5wxyme1XP58MX7vthP7f4gFJmehh_d5Q-_qKDeNhJFqQ-YsileO2BwLwkvoid9GLlec,"Roles of Iot, big data and machine learning in precision agriculture: a systematic review", 10.4314/sa.v23i1.3
554,890,publication/377158216_Attribute_of_Big_Data_Analytics_Quality_Affecting_Business_Performance?_sg=X2g9vgV0mfrFtPbnhpgr2NKzE7-itrK11kABggUO0oXlN8R6rkacGOALZsIsoCeUsQAOu0pQr5lrC9s,Attribute of Big Data Analytics Quality Affecting Business Performance, 10.23919/JSC.2023.0028
